,vtec,vtec_dt,vtec_dt2,gvtec1,gvtec1_dt,gvtec2,gvtec2_dt,gvtec3,gvtec3_dt,s4
2013-12-01 02:10:00,38.90186886153631,-1.4063709862478897,0.09080542668286232,-3.0127936960690422,-0.30286473068208897,-0.13812904883740085,-2.709477626147409,-0.7480225902889983,-0.04626464559960505,0.11603366003386474
2013-12-01 02:20:00,37.67603851489326,-1.2015420996939008,0.20482888655398923,-3.1764583475559487,-0.14912259950355405,-1.8409959866947603,-1.7120636176603756,-0.7973886305522918,-0.046810437461026644,0.11201509530097127
2013-12-01 02:30:00,36.75109217489837,-0.9570674767642339,0.24447462292966657,-3.090844257925768,0.03079262530728183,-2.2114187655848054,-0.6698399806542833,-0.8155433852633523,-0.04054047319546977,0.11155192349217019
2013-12-01 02:40:00,36.059833742328706,-0.7629690023003263,0.19409847446390782,-2.8802829605778513,0.12772757562339457,-1.9574848770000912,-0.038872607200239044,-0.8587178298051712,-0.06049434351161596,0.10826857562736755
2013-12-01 02:50:00,35.41663262751438,-0.6530725074024013,0.10989649489792491,-2.733365626931273,0.09793793789966763,-1.7377446008277502,0.1417619562834151,-0.9690808363138,-0.10239366776997345,0.10661604793451267
2013-12-01 03:00:00,34.811207220701284,-0.5743605929873226,0.07871191441507872,-2.755052955681604,-0.015375272914433713,-1.7098290761164088,0.17725687016948138,-1.126002100864344,-0.13405194679132412,0.1076737877567508
2013-12-01 03:10:00,34.3396031275778,-0.482406684523746,0.09195390846357657,-2.925623945466714,-0.1260036814091372,-1.532146797475605,0.4332035987884341,-1.2799769626859292,-0.12636779091067216,0.1094064365156346
2013-12-01 03:20:00,33.970988788177586,-0.4063957817223448,0.07601090280140113,-3.1498071514502,-0.16040871338824073,-0.6315169485121293,1.0826446733634072,-1.3768241705308026,-0.06400275295008391,0.1102321554550182
2013-12-01 03:30:00,33.6244278189929,-0.398033660935205,0.008362120787139935,-3.2921825540522085,-0.08337358495755315,1.4163862799408753,1.993184042698692,-1.3473207055183591,0.05734900992575324,0.11039058396054667
2013-12-01 03:40:00,33.205024549704824,-0.4988146393580061,-0.10078097842280118,-3.223599887901202,0.09217523690738558,4.499241363548694,2.8033461114845317,-1.1289798287926904,0.22315757775433887,0.11123255070320846
2013-12-01 03:50:00,32.53963108338025,-0.7341577809135913,-0.2353431415555851,-2.892281266919496,0.30662995945535654,7.979051823811479,3.183791145472318,-0.7104443242773296,0.3946761118085276,0.11364368474586471
2013-12-01 04:00:00,31.46933710771809,-1.0754753291052834,-0.3413175481916922,-2.352671609534062,0.4798272360576183,11.208812487405204,3.068720013516093,-0.14093294702223252,0.5207322559163479,0.11756621579741718
2013-12-01 04:10:00,29.99546641940868,-1.4414113918739324,-0.3659360627686489,-1.731948897977024,0.547889277370012,13.881454831165806,2.6184165729894495,0.47997750082366575,0.5547348312267961,0.12222947368697112
2013-12-01 04:20:00,28.194797187879175,-1.7605295488824249,-0.31911815700849266,-1.1832777876474234,0.4861379753609448,15.913245109986473,2.019173521471394,1.0120626981423184,0.47183795153390906,0.12671741641874243
2013-12-01 04:30:00,26.140186974824324,-1.9905958766549605,-0.23006632777253552,-0.8424350326008221,0.31907622317639206,17.282830702942015,1.381030314277213,1.3219192389564327,0.2910065413614038,0.12949724306030652
2013-12-01 04:40:00,23.954666892398926,-2.0863940362994198,-0.09579815964445955,-0.7612494108953864,0.12200250798533026,18.017722246535186,0.7553862436039774,1.3651545990737244,0.08390606497179487,0.12984767119180055
2013-12-01 04:50:00,21.846906486022316,-2.001844403621318,0.08454963267810257,-0.8532610054299493,-0.0027522210699115483,18.168053657588313,0.1566431542902763,1.2293220132552067,-0.05304258795237194,0.12963315787232896
2013-12-01 05:00:00,20.04418805398218,-1.7335654707027408,0.2682789329185767,-0.9231858041236957,0.02050566572602375,17.74521890375598,-0.42657451427236653,1.094786452190051,-0.051910709381516235,0.1302186673192463
2013-12-01 05:10:00,18.696104441481,-1.347206207392954,0.3863592633097867,-0.7718019069970881,0.1905645969301162,16.728544903022982,-0.9955860207021237,1.1432418526909547,0.083880363934338,0.13023158766088969
2013-12-01 05:20:00,17.803001187661373,-0.9601792433781893,0.38702696401476494,-0.3095780312193608,0.4192421354291201,15.151631319290134,-1.5064408731911068,1.4560588576978208,0.2722937656269906,0.12809771034604914
2013-12-01 05:30:00,17.232401396303388,-0.6969971961091037,0.2631820472690855,0.37274527985397204,0.5726196095425451,13.155528860772357,-1.8736424861983572,1.9471612629126198,0.3902760618138149,0.12277060352028121
2013-12-01 05:40:00,16.68503069934569,-0.6150589684505177,0.08193822765858605,1.0307021864718786,0.5504793919869263,10.983064917114861,-1.9967129348911121,2.3920581627970026,0.34689005950568724,0.11520603462273919
2013-12-01 05:50:00,16.007060014217764,-0.6411137827613743,-0.026054814310856714,1.4253598874262945,0.35457390522058646,8.99934711943378,-1.796814326205084,2.5725745017291897,0.1462339213765291,0.10776941653878232
2013-12-01 06:00:00,15.315813315907128,-0.6553827532666714,-0.014268970505297069,1.4771651624003788,0.08007422539638237,7.612852068888622,-1.2822722026322895,2.4179394562265895,-0.11706209338337192,0.10252119981139245
2013-12-01 06:10:00,14.698432565602372,-0.6265512261401618,0.028831527126509625,1.2577309277381457,-0.16302763425101102,7.052223134572268,-0.5950571798823739,2.015459237067845,-0.3260205629290483,0.10164110217244472
2013-12-01 06:20:00,14.116837509535928,-0.5941425229245538,0.032408703215608,0.8920667250235106,-0.3169827851982728,7.238865330360677,0.039911826066331785,1.5324603853713643,-0.4096847067403711,0.10531977629249747
2013-12-01 06:30:00,13.554326084362362,-0.5947681062157916,-0.0006255832912377716,0.48490748634223074,-0.3875785306101862,7.849712201066427,0.4353997993897713,1.128607845497792,-0.37097030659424113,0.11109705381792354
2013-12-01 06:40:00,12.94992560653716,-0.663361637301266,-0.0685935310854744,0.0755272955224265,-0.4182921404608405,8.50169673756893,0.5369903150178486,0.8752476439758375,-0.27559635467499305,0.1171892626754496
2013-12-01 06:50:00,12.17307479191995,-0.8221888497146056,-0.1588272124133396,-0.36444783603499437,-0.44752680438070175,8.955592503290024,0.42832876005693693,0.7188750120780916,-0.20773415052381505,0.12220114283534725
2013-12-01 07:00:00,11.093473108412791,-1.0151283777527158,-0.19293952803811015,-0.865471594518682,-0.4669986188223908,9.169196790733617,0.25575634960974414,0.536668616955834,-0.20800308954565885,0.12573382890121312
2013-12-01 07:10:00,9.854813923747008,-1.1015727318106159,-0.08644435405790009,-1.3592824505109933,-0.4198320655558485,9.235867789772625,0.1479661268323435,0.2651532582203706,-0.23998639156568613,0.12814514535940197
2013-12-01 07:20:00,8.775170083186882,-0.9820075980107875,0.11956513379982836,-1.678552123714479,-0.25707744531831495,9.332832954986072,0.17294800311173236,-0.022754655781421173,-0.22506538059991663,0.12929632243269656
2013-12-01 07:30:00,8.053243905328687,-0.6832017077044051,0.29880589030638244,-1.6826532847330569,0.000648387818929828,9.634681554172092,0.31082179928908943,-0.18221454189285535,-0.11753541891632674,0.12952195033253802
2013-12-01 07:40:00,7.763833106611228,-0.30430747412144177,0.3788942335829633,-1.3591334490417983,0.26191174525690414,10.168671704844142,0.45322416038761587,-0.11888009396532923,0.054257053878939906,0.12880259271673963
2013-12-01 07:50:00,7.877487057643036,0.050351028931855016,0.35465850305329677,-0.8410954261374236,0.41911640694540564,10.750838263943171,0.472379337226697,0.14635097462860874,0.21185461389961383,0.12651353427421805
